cycle_count,avg_depth_of_discharge,avg_operating_temp_c,soh_percent
61,0.743,20.7,99.14
82,0.743,20.7,99.2
103,0.743,20.7,99.37
123,0.743,20.7,98.69
144,0.743,20.7,97.68
165,0.743,20.7,97.46
185,0.743,20.7,97.54
206,0.743,20.7,97.31
227,0.743,20.7,96.52
0,0.797,21.4,100.0
145,0.797,21.4,98.74
290,0.797,21.4,95.98
435,0.797,21.4,94.13
580,0.797,21.4,91.42
725,0.797,21.4,89.91
870,0.797,21.4,87.35
1015,0.797,21.4,84.95
1160,0.797,21.4,83.02
1305,0.797,21.4,80.73
1450,0.797,21.4,78.55
1595,0.797,21.4,76.75
0,0.509,41.1,100.0
65,0.509,41.1,98.65
130,0.509,41.1,97.94
195,0.509,41.1,96.67
260,0.509,41.1,95.61
325,0.509,41.1,94.88
390,0.509,41.1,93.98
455,0.509,41.1,92.72
520,0.509,41.1,91.01
585,0.509,41.1,90.05
650,0.509,41.1,88.54
716,0.509,41.1,87.27
0,0.444,25.9,100.0
88,0.444,25.9,98.41
177,0.444,25.9,98.07
265,0.444,25.9,97.61
354,0.444,25.9,96.44
442,0.444,25.9,94.8
531,0.444,25.9,93.46
619,0.444,25.9,93.05
708,0.444,25.9,91.0
796,0.444,25.9,91.13
885,0.444,25.9,89.57
974,0.444,25.9,89.19
0,0.339,35.4,99.88
156,0.339,35.4,97.67
312,0.339,35.4,96.38
469,0.339,35.4,94.37
625,0.339,35.4,92.69
781,0.339,35.4,90.33
938,0.339,35.4,87.64
1094,0.339,35.4,85.37
1250,0.339,35.4,83.09
1407,0.339,35.4,81.91
1563,0.339,35.4,78.96
1720,0.339,35.4,77.55
0,0.745,31.3,99.89
106,0.745,31.3,98.59
212,0.745,31.3,96.6
318,0.745,31.3,94.68
425,0.745,31.3,93.2
531,0.745,31.3,91.05
637,0.745,31.3,88.95
743,0.745,31.3,87.55
850,0.745,31.3,85.4
956,0.745,31.3,83.67
1062,0.745,31.3,81.42
1169,0.745,31.3,79.2
0,0.962,39.8,99.86
191,0.962,39.8,95.6
383,0.962,39.8,91.57
574,0.962,39.8,86.24
766,0.962,39.8,81.31
957,0.962,39.8,77.33
1149,0.962,39.8,71.72
1340,0.962,39.8,67.4
1532,0.962,39.8,61.28
1723,0.962,39.8,56.93
1915,0.962,39.8,52.4
2107,0.962,39.8,46.59
0,0.602,20.8,100.0
115,0.602,20.8,98.47
231,0.602,20.8,97.35
346,0.602,20.8,95.57
462,0.602,20.8,95.13
577,0.602,20.8,93.56
693,0.602,20.8,91.69
808,0.602,20.8,89.85
924,0.602,20.8,89.32
1039,0.602,20.8,87.18
1155,0.602,20.8,85.43
1271,0.602,20.8,83.7
0,0.534,18.8,100.0
68,0.534,18.8,99.22
136,0.534,18.8,98.78
204,0.534,18.8,97.68
272,0.534,18.8,97.23
340,0.534,18.8,97.14
408,0.534,18.8,95.6
476,0.534,18.8,95.11
544,0.534,18.8,93.67
612,0.534,18.8,93.99
680,0.534,18.8,92.52
748,0.534,18.8,92.29
0,0.628,33.3,100.0
36,0.628,33.3,99.34
73,0.628,33.3,99.33
109,0.628,33.3,98.13
146,0.628,33.3,98.09
183,0.628,33.3,97.1
219,0.628,33.3,96.79
256,0.628,33.3,95.91
293,0.628,33.3,95.49
329,0.628,33.3,94.51
366,0.628,33.3,94.37
403,0.628,33.3,93.69
0,0.553,28.6,99.78
16,0.553,28.6,99.77
32,0.553,28.6,99.27
48,0.553,28.6,100.0
64,0.553,28.6,99.6
80,0.553,28.6,99.12
96,0.553,28.6,99.23
112,0.553,28.6,97.92
128,0.553,28.6,97.5
144,0.553,28.6,98.05
160,0.553,28.6,97.49
176,0.553,28.6,97.68
0,0.687,35.4,99.6
52,0.687,35.4,99.33
105,0.687,35.4,98.31
158,0.687,35.4,97.51
211,0.687,35.4,96.28
264,0.687,35.4,96.01
316,0.687,35.4,94.56
369,0.687,35.4,94.26
422,0.687,35.4,92.4
475,0.687,35.4,91.97
528,0.687,35.4,90.72
581,0.687,35.4,89.64
0,0.764,26.9,98.93
103,0.764,26.9,98.98
206,0.764,26.9,97.4
309,0.764,26.9,96.02
412,0.764,26.9,93.72
515,0.764,26.9,91.62
618,0.764,26.9,90.25
721,0.764,26.9,88.71
824,0.764,26.9,86.66
927,0.764,26.9,85.88
1030,0.764,26.9,84.36
1133,0.764,26.9,82.02
0,0.648,19.9,100.0
197,0.648,19.9,97.77
394,0.648,19.9,95.23
592,0.648,19.9,93.0
789,0.648,19.9,90.1
986,0.648,19.9,87.81
1184,0.648,19.9,84.66
1381,0.648,19.9,82.94
1578,0.648,19.9,79.9
1776,0.648,19.9,77.69
1973,0.648,19.9,74.56
2171,0.648,19.9,71.91
0,0.432,34.3,99.83
107,0.432,34.3,98.66
214,0.432,34.3,97.27
322,0.432,34.3,95.14
429,0.432,34.3,94.16
536,0.432,34.3,93.0
644,0.432,34.3,91.04
751,0.432,34.3,89.55
858,0.432,34.3,88.13
966,0.432,34.3,86.45
1073,0.432,34.3,84.56
1181,0.432,34.3,83.31
0,0.829,21.6,99.87
74,0.829,21.6,98.55
149,0.829,21.6,98.32
224,0.829,21.6,96.88
299,0.829,21.6,95.52
374,0.829,21.6,94.74
449,0.829,21.6,93.17
524,0.829,21.6,92.1
599,0.829,21.6,90.81
674,0.829,21.6,89.8
749,0.829,21.6,89.5
824,0.829,21.6,87.61
0,0.734,23.1,99.64
79,0.734,23.1,99.02
159,0.734,23.1,97.94
239,0.734,23.1,97.63
318,0.734,23.1,95.92
398,0.734,23.1,94.35
478,0.734,23.1,93.65
558,0.734,23.1,92.99
637,0.734,23.1,90.52
717,0.734,23.1,89.62
797,0.734,23.1,88.64
877,0.734,23.1,87.39
0,0.59,19.9,100.0
159,0.59,19.9,97.79
318,0.59,19.9,96.38
477,0.59,19.9,94.94
637,0.59,19.9,92.64
796,0.59,19.9,90.37
955,0.59,19.9,88.28
1114,0.59,19.9,86.69
1274,0.59,19.9,84.51
1433,0.59,19.9,82.84
1592,0.59,19.9,80.27
1752,0.59,19.9,79.01
0,0.671,30.3,99.85
113,0.671,30.3,98.13
226,0.671,30.3,96.46
340,0.671,30.3,94.79
453,0.671,30.3,93.02
567,0.671,30.3,90.92
680,0.671,30.3,88.65
794,0.671,30.3,87.28
907,0.671,30.3,85.72
1021,0.671,30.3,83.74
1134,0.671,30.3,82.21
1248,0.671,30.3,80.55
0,0.787,38.7,100.0
117,0.787,38.7,98.39
235,0.787,38.7,96.05
352,0.787,38.7,93.3
470,0.787,38.7,90.73
587,0.787,38.7,87.9
705,0.787,38.7,85.41
822,0.787,38.7,82.76
940,0.787,38.7,80.5
1057,0.787,38.7,77.45
1175,0.787,38.7,75.01
1293,0.787,38.7,71.62
0,0.96,27.5,100.0
121,0.96,27.5,98.09
242,0.96,27.5,96.33
363,0.96,27.5,93.17
484,0.96,27.5,92.19
605,0.96,27.5,89.45
727,0.96,27.5,86.81
848,0.96,27.5,84.91
969,0.96,27.5,81.66
1090,0.96,27.5,79.61
1211,0.96,27.5,77.85
1333,0.96,27.5,74.29
0,0.751,32.7,100.0
85,0.751,32.7,98.1
170,0.751,32.7,97.77
256,0.751,32.7,95.51
341,0.751,32.7,94.05
427,0.751,32.7,92.23
512,0.751,32.7,90.74
598,0.751,32.7,89.69
683,0.751,32.7,87.59
769,0.751,32.7,86.65
854,0.751,32.7,84.57
940,0.751,32.7,82.77
0,0.555,31.4,100.0
93,0.555,31.4,99.02
187,0.555,31.4,97.84
281,0.555,31.4,96.0
374,0.555,31.4,94.38
468,0.555,31.4,93.37
562,0.555,31.4,92.1
656,0.555,31.4,90.0
749,0.555,31.4,88.78
843,0.555,31.4,87.4
937,0.555,31.4,86.13
1031,0.555,31.4,84.48
0,0.777,17.8,99.45
6,0.777,17.8,99.82
12,0.777,17.8,99.81
18,0.777,17.8,99.3
24,0.777,17.8,99.53
30,0.777,17.8,99.53
36,0.777,17.8,99.46
42,0.777,17.8,99.58
48,0.777,17.8,99.23
54,0.777,17.8,99.9
60,0.777,17.8,99.49
67,0.777,17.8,98.95
0,0.667,29.9,99.79
52,0.667,29.9,99.56
104,0.667,29.9,98.55
156,0.667,29.9,98.28
208,0.667,29.9,97.42
260,0.667,29.9,96.24
313,0.667,29.9,95.26
365,0.667,29.9,94.71
417,0.667,29.9,93.65
469,0.667,29.9,93.48
521,0.667,29.9,92.09
574,0.667,29.9,91.07
0,0.567,20.5,100.0
141,0.567,20.5,98.21
282,0.567,20.5,97.28
424,0.567,20.5,94.78
565,0.567,20.5,93.6
707,0.567,20.5,92.25
848,0.567,20.5,89.38
990,0.567,20.5,89.09
1131,0.567,20.5,86.5
1273,0.567,20.5,84.93
1414,0.567,20.5,83.32
1556,0.567,20.5,81.59
0,0.699,36.0,100.0
170,0.699,36.0,97.3
341,0.699,36.0,94.7
512,0.699,36.0,91.15
683,0.699,36.0,86.96
854,0.699,36.0,85.23
1024,0.699,36.0,80.82
1195,0.699,36.0,78.2
1366,0.699,36.0,74.32
1537,0.699,36.0,71.3
1708,0.699,36.0,67.28
1879,0.699,36.0,64.31
0,0.604,40.1,100.0
39,0.604,40.1,99.71
79,0.604,40.1,97.94
119,0.604,40.1,97.97
159,0.604,40.1,97.43
199,0.604,40.1,96.64
238,0.604,40.1,96.19
278,0.604,40.1,94.99
318,0.604,40.1,94.39
358,0.604,40.1,94.05
398,0.604,40.1,92.09
438,0.604,40.1,92.34
0,0.59,22.6,100.0
79,0.59,22.6,99.49
159,0.59,22.6,98.13
239,0.59,22.6,97.51
319,0.59,22.6,96.52
399,0.59,22.6,95.19
479,0.59,22.6,93.96
559,0.59,22.6,92.96
639,0.59,22.6,92.45
719,0.59,22.6,91.11
799,0.59,22.6,89.72
879,0.59,22.6,88.45
0,0.8,25.2,100.0
181,0.8,25.2,97.82
363,0.8,25.2,94.11
545,0.8,25.2,91.66
726,0.8,25.2,88.7
908,0.8,25.2,85.91
1090,0.8,25.2,83.21
1272,0.8,25.2,79.28
1453,0.8,25.2,76.9
1635,0.8,25.2,73.99
1817,0.8,25.2,70.48
1999,0.8,25.2,67.39
0,0.725,31.4,100.0
70,0.725,31.4,98.61
141,0.725,31.4,98.16
212,0.725,31.4,97.06
282,0.725,31.4,95.54
353,0.725,31.4,93.75
424,0.725,31.4,93.02
495,0.725,31.4,91.91
565,0.725,31.4,90.22
636,0.725,31.4,89.26
707,0.725,31.4,87.64
778,0.725,31.4,87.09
0,0.68,17.5,100.0
159,0.68,17.5,98.23
319,0.68,17.5,96.54
479,0.68,17.5,94.28
639,0.68,17.5,92.17
799,0.68,17.5,90.18
958,0.68,17.5,88.26
1118,0.68,17.5,86.42
1278,0.68,17.5,84.42
1438,0.68,17.5,82.24
1598,0.68,17.5,80.09
1758,0.68,17.5,78.03
0,0.98,23.6,100.0
117,0.98,23.6,98.34
234,0.98,23.6,95.77
352,0.98,23.6,94.54
469,0.98,23.6,91.9
587,0.98,23.6,90.47
704,0.98,23.6,88.0
822,0.98,23.6,85.82
939,0.98,23.6,84.43
1057,0.98,23.6,81.93
1174,0.98,23.6,79.94
1292,0.98,23.6,77.6
0,0.57,33.3,100.0
36,0.57,33.3,99.57
72,0.57,33.3,99.64
108,0.57,33.3,98.79
144,0.57,33.3,98.03
180,0.57,33.3,97.51
216,0.57,33.3,96.92
252,0.57,33.3,95.89
288,0.57,33.3,95.74
324,0.57,33.3,95.29
360,0.57,33.3,94.51
396,0.57,33.3,94.21
0,0.654,34.4,100.0
72,0.654,34.4,98.43
145,0.654,34.4,98.36
218,0.654,34.4,96.47
291,0.654,34.4,95.26
364,0.654,34.4,93.92
437,0.654,34.4,92.61
510,0.654,34.4,92.04
583,0.654,34.4,90.71
656,0.654,34.4,89.09
729,0.654,34.4,87.6
802,0.654,34.4,86.55
0,0.663,27.7,100.0
64,0.663,27.7,99.01
128,0.663,27.7,98.36
192,0.663,27.7,97.43
256,0.663,27.7,96.64
320,0.663,27.7,95.27
384,0.663,27.7,94.78
448,0.663,27.7,93.25
512,0.663,27.7,92.4
576,0.663,27.7,91.44
640,0.663,27.7,90.27
704,0.663,27.7,90.02
0,0.476,24.1,99.8
15,0.476,24.1,99.79
31,0.476,24.1,99.34
47,0.476,24.1,99.82
63,0.476,24.1,99.66
79,0.476,24.1,99.45
94,0.476,24.1,99.21
110,0.476,24.1,98.88
126,0.476,24.1,98.49
142,0.476,24.1,98.21
158,0.476,24.1,98.77
174,0.476,24.1,98.41
0,0.525,29.3,99.89
164,0.525,29.3,97.55
329,0.525,29.3,95.79
494,0.525,29.3,93.31
659,0.525,29.3,90.81
824,0.525,29.3,88.28
988,0.525,29.3,85.9
1153,0.525,29.3,83.94
1318,0.525,29.3,81.63
1483,0.525,29.3,78.94
1648,0.525,29.3,77.04
1813,0.525,29.3,74.35
0,0.754,27.7,100.0
45,0.754,27.7,98.94
91,0.754,27.7,98.89
136,0.754,27.7,97.69
182,0.754,27.7,97.63
228,0.754,27.7,96.48
273,0.754,27.7,96.26
319,0.754,27.7,94.76
365,0.754,27.7,94.18
410,0.754,27.7,93.83
456,0.754,27.7,93.36
502,0.754,27.7,92.78
0,0.657,41.9,99.9
109,0.657,41.9,98.4
218,0.657,41.9,95.55
327,0.657,41.9,93.84
436,0.657,41.9,90.65
545,0.657,41.9,88.83
655,0.657,41.9,87.09
764,0.657,41.9,84.17
873,0.657,41.9,82.47
982,0.657,41.9,80.31
1091,0.657,41.9,77.48
1201,0.657,41.9,74.95
0,0.565,22.2,100.0
128,0.565,22.2,98.49
256,0.565,22.2,97.68
385,0.565,22.2,95.28
513,0.565,22.2,94.45
641,0.565,22.2,92.01
770,0.565,22.2,90.78
898,0.565,22.2,89.55
1026,0.565,22.2,87.9
1155,0.565,22.2,85.7
1283,0.565,22.2,84.39
1412,0.565,22.2,82.67
0,0.553,33.3,100.0
28,0.553,33.3,99.8
56,0.553,33.3,99.45
85,0.553,33.3,99.08
113,0.553,33.3,97.93
141,0.553,33.3,98.19
170,0.553,33.3,97.25
198,0.553,33.3,96.98
226,0.553,33.3,97.53
255,0.553,33.3,96.24
283,0.553,33.3,95.65
312,0.553,33.3,95.87
0,0.479,25.9,100.0
115,0.479,25.9,98.2
230,0.479,25.9,97.59
346,0.479,25.9,95.87
461,0.479,25.9,95.14
577,0.479,25.9,92.95
692,0.479,25.9,92.1
808,0.479,25.9,90.89
923,0.479,25.9,88.51
1039,0.479,25.9,87.26
1154,0.479,25.9,85.98
1270,0.479,25.9,84.05
0,0.699,27.4,99.91
190,0.699,27.4,97.34
381,0.699,27.4,94.47
571,0.699,27.4,91.56
762,0.699,27.4,88.29
953,0.699,27.4,85.26
1143,0.699,27.4,82.35
1334,0.699,27.4,79.28
1525,0.699,27.4,76.01
1715,0.699,27.4,73.15
1906,0.699,27.4,69.25
2097,0.699,27.4,66.45
0,0.6,23.0,100.0
185,0.6,23.0,97.89
371,0.6,23.0,95.32
556,0.6,23.0,93.1
742,0.6,23.0,90.24
927,0.6,23.0,88.15
1113,0.6,23.0,85.39
1298,0.6,23.0,83.12
1484,0.6,23.0,79.78
1669,0.6,23.0,77.75
1855,0.6,23.0,76.09
2041,0.6,23.0,73.29
0,0.887,38.7,100.0
67,0.887,38.7,98.52
135,0.887,38.7,96.87
202,0.887,38.7,96.18
270,0.887,38.7,94.3
338,0.887,38.7,93.62
405,0.887,38.7,91.11
473,0.887,38.7,90.37
541,0.887,38.7,88.06
608,0.887,38.7,87.04
676,0.887,38.7,85.58
744,0.887,38.7,83.04
0,0.563,21.8,100.0
26,0.563,21.8,99.67
53,0.563,21.8,99.47
79,0.563,21.8,99.36
106,0.563,21.8,98.21
132,0.563,21.8,99.02
159,0.563,21.8,98.13
185,0.563,21.8,98.14
212,0.563,21.8,97.86
238,0.563,21.8,97.82
265,0.563,21.8,96.98
292,0.563,21.8,95.96
0,0.66,30.4,99.64
47,0.66,30.4,99.41
94,0.66,30.4,98.55
142,0.66,30.4,97.49
189,0.66,30.4,97.48
236,0.66,30.4,96.32
284,0.66,30.4,95.63
331,0.66,30.4,94.88
378,0.66,30.4,94.73
426,0.66,30.4,93.52
473,0.66,30.4,92.81
521,0.66,30.4,91.86
0,0.733,38.4,100.0
127,0.733,38.4,97.91
255,0.733,38.4,94.73
383,0.733,38.4,92.36
510,0.733,38.4,90.02
638,0.733,38.4,87.21
766,0.733,38.4,84.44
894,0.733,38.4,81.48
1021,0.733,38.4,78.99
1149,0.733,38.4,76.66
1277,0.733,38.4,74.0
1405,0.733,38.4,71.01
0,0.664,26.0,100.0
137,0.664,26.0,98.16
274,0.664,26.0,96.54
411,0.664,26.0,94.41
548,0.664,26.0,91.85
685,0.664,26.0,90.29
823,0.664,26.0,87.83
960,0.664,26.0,86.16
1097,0.664,26.0,83.87
1234,0.664,26.0,82.17
1371,0.664,26.0,79.47
1509,0.664,26.0,77.82
0,0.753,35.4,100.0
83,0.753,35.4,98.67
166,0.753,35.4,97.65
249,0.753,35.4,95.06
332,0.753,35.4,93.7
415,0.753,35.4,93.42
498,0.753,35.4,90.74
581,0.753,35.4,88.57
664,0.753,35.4,87.41
747,0.753,35.4,85.01
830,0.753,35.4,84.42
913,0.753,35.4,82.97
0,0.486,25.7,100.0
111,0.486,25.7,98.17
223,0.486,25.7,97.01
334,0.486,25.7,96.06
446,0.486,25.7,94.51
558,0.486,25.7,93.28
669,0.486,25.7,91.55
781,0.486,25.7,90.66
893,0.486,25.7,89.11
1004,0.486,25.7,87.93
1116,0.486,25.7,86.37
1228,0.486,25.7,84.93
0,0.39,32.4,99.94
77,0.39,32.4,99.5
155,0.39,32.4,97.93
232,0.39,32.4,97.7
310,0.39,32.4,96.75
387,0.39,32.4,95.52
465,0.39,32.4,93.9
542,0.39,32.4,92.48
620,0.39,32.4,92.59
697,0.39,32.4,91.24
775,0.39,32.4,89.9
853,0.39,32.4,89.53
0,0.495,26.0,100.0
84,0.495,26.0,98.69
168,0.495,26.0,98.06
252,0.495,26.0,97.46
336,0.495,26.0,96.13
420,0.495,26.0,95.45
504,0.495,26.0,94.36
588,0.495,26.0,92.9
672,0.495,26.0,91.01
756,0.495,26.0,90.37
840,0.495,26.0,89.94
925,0.495,26.0,88.03
0,0.591,31.4,99.8
12,0.591,31.4,99.63
24,0.591,31.4,99.68
37,0.591,31.4,99.64
49,0.591,31.4,99.3
62,0.591,31.4,99.54
74,0.591,31.4,98.73
87,0.591,31.4,98.87
99,0.591,31.4,98.81
112,0.591,31.4,98.33
124,0.591,31.4,98.59
137,0.591,31.4,98.16
0,0.792,30.4,100.0
66,0.792,30.4,98.77
133,0.792,30.4,97.67
199,0.792,30.4,97.21
266,0.792,30.4,95.85
333,0.792,30.4,94.11
399,0.792,30.4,93.37
466,0.792,30.4,91.29
533,0.792,30.4,90.73
599,0.792,30.4,90.09
666,0.792,30.4,88.5
733,0.792,30.4,87.37
0,0.25,26.3,100.0
160,0.25,26.3,98.95
320,0.25,26.3,97.05
480,0.25,26.3,95.53
640,0.25,26.3,93.57
800,0.25,26.3,92.39
961,0.25,26.3,90.42
1121,0.25,26.3,88.61
1281,0.25,26.3,87.26
1441,0.25,26.3,86.54
1601,0.25,26.3,84.28
1762,0.25,26.3,82.8
0,0.558,16.5,100.0
187,0.558,16.5,97.41
374,0.558,16.5,96.02
561,0.558,16.5,94.19
748,0.558,16.5,92.24
935,0.558,16.5,89.84
1123,0.558,16.5,87.35
1310,0.558,16.5,85.6
1497,0.558,16.5,83.5
1684,0.558,16.5,81.35
1871,0.558,16.5,79.81
2059,0.558,16.5,76.88
0,0.704,30.1,99.95
198,0.704,30.1,97.3
396,0.704,30.1,93.77
594,0.704,30.1,90.71
792,0.704,30.1,86.7
990,0.704,30.1,82.93
1189,0.704,30.1,80.57
1387,0.704,30.1,77.15
1585,0.704,30.1,73.71
1783,0.704,30.1,69.88
1981,0.704,30.1,67.08
2180,0.704,30.1,62.86
0,0.726,33.2,100.0
111,0.726,33.2,98.12
222,0.726,33.2,96.11
333,0.726,33.2,93.88
445,0.726,33.2,92.95
556,0.726,33.2,90.56
667,0.726,33.2,88.55
778,0.726,33.2,87.45
890,0.726,33.2,84.4
1001,0.726,33.2,81.77
1112,0.726,33.2,80.08
1224,0.726,33.2,77.7
0,0.579,26.2,99.51
170,0.579,26.2,98.46
341,0.579,26.2,95.76
512,0.579,26.2,93.26
683,0.579,26.2,91.25
854,0.579,26.2,88.77
1024,0.579,26.2,86.31
1195,0.579,26.2,84.02
1366,0.579,26.2,81.39
1537,0.579,26.2,79.11
1708,0.579,26.2,76.67
1879,0.579,26.2,73.98
0,0.61,39.7,99.83
88,0.61,39.7,98.68
177,0.61,39.7,97.11
265,0.61,39.7,95.16
354,0.61,39.7,93.44
443,0.61,39.7,91.93
531,0.61,39.7,90.22
620,0.61,39.7,88.18
709,0.61,39.7,86.76
797,0.61,39.7,85.37
886,0.61,39.7,83.99
975,0.61,39.7,82.01
0,0.25,33.5,100.0
168,0.25,33.5,98.27
336,0.25,33.5,96.37
504,0.25,33.5,94.51
672,0.25,33.5,92.62
840,0.25,33.5,91.15
1008,0.25,33.5,88.7
1176,0.25,33.5,87.11
1344,0.25,33.5,85.06
1512,0.25,33.5,82.95
1680,0.25,33.5,80.07
1849,0.25,33.5,79.05
0,0.568,34.0,99.66
71,0.568,34.0,98.6
142,0.568,34.0,98.65
214,0.568,34.0,96.53
285,0.568,34.0,96.16
357,0.568,34.0,94.67
428,0.568,34.0,93.35
500,0.568,34.0,92.33
571,0.568,34.0,90.75
643,0.568,34.0,90.03
714,0.568,34.0,88.5
786,0.568,34.0,87.56
0,0.817,30.8,100.0
196,0.817,30.8,96.74
393,0.817,30.8,93.04
590,0.817,30.8,89.89
787,0.817,30.8,85.91
984,0.817,30.8,81.85
1180,0.817,30.8,79.17
1377,0.817,30.8,74.74
1574,0.817,30.8,70.91
1771,0.817,30.8,66.97
1968,0.817,30.8,63.67
2165,0.817,30.8,59.21
0,0.372,24.2,100.0
49,0.372,24.2,99.85
98,0.372,24.2,98.99
147,0.372,24.2,99.08
196,0.372,24.2,98.36
245,0.372,24.2,97.51
295,0.372,24.2,97.02
344,0.372,24.2,96.69
393,0.372,24.2,95.77
442,0.372,24.2,95.54
491,0.372,24.2,95.13
541,0.372,24.2,93.89
0,0.616,26.9,99.35
74,0.616,26.9,98.95
148,0.616,26.9,97.93
222,0.616,26.9,97.43
296,0.616,26.9,96.05
370,0.616,26.9,95.66
444,0.616,26.9,94.22
518,0.616,26.9,92.78
592,0.616,26.9,91.95
666,0.616,26.9,90.67
740,0.616,26.9,90.01
814,0.616,26.9,88.16
0,0.502,32.2,100.0
194,0.502,32.2,96.67
389,0.502,32.2,95.17
583,0.502,32.2,91.83
778,0.502,32.2,88.34
972,0.502,32.2,85.05
1167,0.502,32.2,82.63
1361,0.502,32.2,80.2
1556,0.502,32.2,77.2
1750,0.502,32.2,74.45
1945,0.502,32.2,71.02
2140,0.502,32.2,67.78
0,0.576,29.2,99.72
184,0.576,29.2,97.89
368,0.576,29.2,94.76
552,0.576,29.2,92.0
736,0.576,29.2,89.41
920,0.576,29.2,87.23
1104,0.576,29.2,84.03
1288,0.576,29.2,81.03
1472,0.576,29.2,78.78
1656,0.576,29.2,76.37
1840,0.576,29.2,72.84
2024,0.576,29.2,70.34
0,0.836,24.8,100.0
58,0.836,24.8,98.75
117,0.836,24.8,98.24
175,0.836,24.8,97.21
234,0.836,24.8,96.37
292,0.836,24.8,95.34
351,0.836,24.8,94.56
409,0.836,24.8,93.92
468,0.836,24.8,92.74
526,0.836,24.8,91.19
585,0.836,24.8,90.62
644,0.836,24.8,89.38
0,0.694,32.5,99.72
9,0.694,32.5,99.96
18,0.694,32.5,99.58
28,0.694,32.5,99.2
37,0.694,32.5,99.72
46,0.694,32.5,99.61
56,0.694,32.5,99.5
65,0.694,32.5,98.82
74,0.694,32.5,99.3
84,0.694,32.5,98.56
93,0.694,32.5,98.82
103,0.694,32.5,98.25
0,0.61,12.1,99.89
194,0.61,12.1,98.23
388,0.61,12.1,96.12
582,0.61,12.1,94.9
776,0.61,12.1,91.86
970,0.61,12.1,90.03
1164,0.61,12.1,87.84
1358,0.61,12.1,85.88
1552,0.61,12.1,84.34
1746,0.61,12.1,82.39
1940,0.61,12.1,79.51
2135,0.61,12.1,77.36
