mileage,vehicle_age,engine_hours,battery_health,maintenance_frequency,downtime,operating_conditions,failure
289429.1,6.9,9983.7,91.44,6,36.1,Extreme,1
318148.2,9.1,9338.7,93.98,4,34.5,Extreme,0
204629.9,19.4,4279.9,92.9,6,24.5,Normal,0
241090.1,60.1,9130.2,79.05,3,69.7,Normal,1
100449.3,107.0,3984.5,61.74,6,59.4,Normal,1
179284.3,19.7,4328.7,95.81,2,42.2,Normal,0
186380.4,85.2,5429.1,73.82,6,51.4,Normal,0
404373.9,92.8,11627.3,65.15,2,117.7,Normal,1
433837.5,20.9,11074.2,92.67,1,71.2,Severe,0
369903.0,102.7,8132.5,63.05,3,113.9,Extreme,1
210868.8,89.8,5589.4,62.18,4,70.4,Normal,0
176365.2,29.9,5371.9,81.04,6,31.6,Extreme,0
362883.7,17.3,8076.6,95.63,2,67.0,Normal,1
247636.9,94.5,9617.0,63.32,4,82.4,Severe,1
201260.2,97.4,4605.4,66.35,2,90.0,Extreme,1
208655.0,68.5,6956.0,69.53,4,55.0,Severe,0
377599.4,58.8,12739.5,81.48,6,64.9,Extreme,1
432547.8,8.3,10032.7,94.65,4,45.0,Normal,1
27506.5,70.2,773.4,67.1,5,28.0,Extreme,0
247492.5,108.2,10190.5,56.18,6,79.5,Extreme,1
141036.3,48.3,4322.8,92.61,5,42.4,Normal,0
96542.3,57.6,3287.1,79.99,3,43.7,Severe,0
217837.8,104.4,6962.6,60.88,2,82.3,Severe,1
274456.8,64.3,9206.1,74.85,2,66.6,Extreme,1
393446.8,119.6,10559.2,56.73,3,110.6,Severe,1
249684.6,42.3,5341.9,84.74,4,57.6,Normal,0
53808.8,53.4,1777.0,78.03,2,40.2,Normal,0
243042.8,69.5,4939.3,69.0,5,69.1,Normal,1
359535.0,18.1,9146.5,91.11,5,51.8,Severe,0
250577.9,91.4,9047.6,78.4,4,89.2,Normal,0
260213.1,64.0,6030.2,78.0,4,63.0,Normal,0
429016.2,11.7,15000.0,96.3,2,58.9,Normal,0
207617.9,109.3,6213.7,69.22,5,80.5,Normal,0
21724.7,78.7,1067.0,81.48,3,52.1,Normal,0
165493.4,47.7,3707.6,82.03,5,38.8,Normal,0
29880.7,98.9,834.9,68.14,3,53.8,Normal,0
88276.7,9.0,3008.0,100.0,4,18.9,Normal,0
373394.3,100.9,11121.0,64.89,6,83.5,Normal,1
290720.3,91.0,9468.0,66.88,4,76.9,Normal,1
275206.4,6.4,8378.7,99.2,3,34.9,Extreme,1
313931.8,26.4,12298.9,93.96,4,40.0,Normal,1
254994.1,41.0,6322.4,94.8,1,68.2,Severe,0
172069.8,7.9,6343.3,100.0,1,33.2,Extreme,0
14538.8,115.7,569.9,52.5,6,63.2,Normal,1
141601.6,112.1,3780.9,54.01,2,87.2,Normal,1
22704.0,111.7,1012.8,60.6,4,57.9,Severe,0
129829.7,32.4,4090.4,88.94,2,44.4,Normal,1
16372.0,66.5,986.5,80.23,6,20.2,Extreme,1
252202.4,56.2,6318.2,82.82,3,59.9,Severe,0
24850.7,72.1,1225.4,71.54,6,35.0,Severe,1
159019.8,11.0,4376.5,100.0,5,15.7,Extreme,0
202273.0,18.6,4671.5,99.88,1,37.9,Normal,1
402600.7,115.2,14509.0,60.8,5,109.7,Normal,1
408933.6,67.8,10102.7,68.77,3,80.6,Severe,1
339036.8,20.2,10185.6,95.92,5,43.9,Severe,1
236008.6,9.8,6669.8,100.0,5,27.8,Extreme,0
340988.0,101.9,7439.5,74.18,3,102.0,Severe,0
345234.2,26.3,14086.5,90.25,3,50.1,Normal,0
187135.6,24.6,5863.9,100.0,4,23.1,Normal,0
423385.6,49.6,11795.7,84.78,3,76.6,Severe,0
185171.1,69.2,4936.8,77.75,6,55.8,Normal,0
388831.6,31.1,11325.8,87.3,5,64.3,Normal,1
192803.8,52.4,4528.8,86.43,4,47.9,Normal,0
366730.3,50.8,8980.1,84.08,4,79.7,Normal,0
222974.6,101.9,7211.0,69.1,4,79.6,Normal,1
131601.4,65.7,3449.4,79.94,4,50.1,Severe,0
107763.1,79.2,2573.3,66.29,4,61.5,Normal,1
439423.9,11.4,12071.1,93.23,4,58.2,Normal,1
393964.7,56.4,12589.7,83.28,4,85.8,Normal,1
370375.8,76.2,11079.1,71.67,5,80.8,Severe,1
325559.6,35.2,10063.4,85.16,4,58.1,Normal,0
37375.5,51.9,1850.8,83.94,2,35.7,Normal,0
273289.3,27.0,8198.1,90.69,2,48.1,Severe,1
277456.5,38.3,6524.9,85.94,1,72.9,Extreme,0
254168.6,74.4,6537.6,73.03,5,56.9,Normal,0
15044.9,9.7,924.1,87.51,6,0.0,Normal,0
28497.5,19.1,793.4,100.0,6,0.0,Severe,0
381785.5,116.3,11556.5,58.24,1,120.0,Normal,1
106314.1,13.7,3021.9,99.64,1,32.3,Severe,1
334818.4,45.1,9791.8,80.78,2,78.0,Normal,1
414310.8,25.4,12746.9,94.87,2,74.5,Normal,0
369517.8,10.7,9377.4,94.34,3,44.2,Extreme,0
415713.3,45.3,10122.0,83.95,2,79.4,Extreme,1
285828.1,79.6,9165.9,70.06,4,77.4,Normal,1
65408.6,103.8,1614.6,62.52,1,70.7,Normal,1
182767.5,25.9,5442.8,94.86,1,40.0,Normal,1
177688.0,96.3,5197.1,68.53,2,75.3,Normal,1
443458.1,43.0,12411.5,85.2,3,88.4,Normal,1
353687.5,72.8,11145.7,69.28,4,78.6,Normal,0
406819.1,117.2,8760.4,59.77,5,116.8,Normal,1
202345.1,48.1,6405.1,91.96,2,48.4,Normal,1
30708.9,53.1,1202.7,81.43,5,33.7,Extreme,0
100480.0,10.6,3061.4,97.57,2,22.1,Normal,0
354994.6,86.7,14399.7,64.02,6,79.5,Severe,1
127040.5,13.6,3259.9,99.83,4,12.0,Severe,0
179363.0,116.4,4522.5,58.2,6,73.6,Normal,0
109016.9,103.7,2988.9,60.81,4,73.8,Normal,1
239350.0,21.7,6507.5,91.91,3,31.5,Normal,0
48606.6,42.7,1270.0,79.77,4,28.6,Normal,0
90244.4,10.9,2621.0,94.16,3,19.5,Normal,0
38334.8,95.5,1629.4,64.34,1,68.9,Normal,0
239928.0,39.2,9329.8,83.65,2,61.9,Normal,0
325673.6,118.7,10664.8,62.75,4,102.8,Normal,1
263576.7,80.7,8122.2,78.74,3,69.6,Severe,0
200462.0,72.4,5311.0,71.45,3,64.8,Severe,1
160311.4,117.9,5571.9,56.08,6,77.7,Severe,1
370216.3,71.8,11359.9,68.96,3,82.1,Extreme,1
444951.0,97.8,11598.1,69.27,2,117.7,Normal,1
181154.0,23.2,4840.9,99.73,3,43.7,Normal,0
403078.9,79.6,8391.1,70.2,2,106.5,Extreme,0
276224.4,64.5,9190.7,67.01,2,80.0,Normal,1
35391.2,105.3,1118.6,62.5,1,71.9,Extreme,1
91041.8,88.1,2212.5,66.08,6,42.9,Normal,1
57236.5,27.0,2431.7,100.0,6,18.6,Severe,0
118818.1,49.5,3092.8,90.35,1,52.6,Normal,0
298706.9,59.7,10339.9,74.77,1,75.2,Normal,0
285161.3,103.8,11315.7,69.16,5,87.0,Normal,1
104065.2,39.9,3394.8,84.76,5,18.5,Extreme,1
212572.9,71.1,7087.2,71.68,1,75.8,Normal,0
302766.9,112.0,9785.5,59.04,2,106.0,Extreme,1
163959.1,48.8,6645.2,81.16,5,34.1,Extreme,1
47295.9,89.8,1128.6,72.75,1,68.3,Severe,1
123058.8,50.2,4076.4,87.19,6,41.2,Normal,0
97294.4,59.6,2527.4,72.46,3,52.6,Normal,0
403771.7,8.2,12967.2,93.65,5,36.8,Normal,0
119761.1,63.4,3200.6,78.4,4,47.2,Normal,0
65835.7,58.7,2625.7,78.0,4,32.3,Severe,0
110343.6,108.3,3556.4,59.23,4,64.7,Severe,1
35094.1,45.1,1140.4,93.71,2,43.2,Normal,0
19168.2,76.7,754.1,77.64,5,35.2,Normal,0
409954.3,91.9,15000.0,74.34,6,98.7,Severe,1
299182.4,79.3,6580.9,71.74,5,67.1,Severe,1
250691.4,39.6,8585.8,78.16,4,55.0,Normal,0
137632.5,39.1,3509.1,92.64,6,19.6,Normal,0
378080.9,19.9,11144.5,92.87,4,52.2,Extreme,1
389864.8,74.2,15000.0,76.83,4,88.2,Normal,1
54975.5,84.6,1619.6,72.23,2,58.6,Extreme,0
396229.3,99.5,9332.3,63.29,3,98.9,Extreme,1
112112.6,93.0,3076.5,64.78,6,61.4,Normal,0
31894.8,45.0,1395.8,88.71,4,21.4,Extreme,0
331512.8,90.5,10679.9,71.02,6,78.2,Normal,1
31968.6,7.2,1030.5,100.0,1,12.3,Normal,0
325348.9,72.4,12033.1,80.66,1,90.9,Normal,1
221722.2,63.0,8507.6,75.21,3,61.0,Normal,0
374291.2,19.7,11653.4,93.66,6,51.7,Severe,1
175768.1,46.2,4418.2,89.69,1,53.2,Normal,0
408946.8,48.4,9645.2,85.73,2,84.7,Extreme,1
38558.2,10.6,1681.3,93.09,4,0.0,Extreme,0
348361.5,45.7,12345.1,79.18,2,64.5,Extreme,1
304688.7,107.6,9875.8,63.2,5,96.7,Severe,1
81546.2,84.8,2050.6,72.01,1,73.3,Normal,0
10968.7,28.4,385.1,100.0,1,34.0,Severe,0
253712.2,11.1,7582.1,96.69,5,36.3,Normal,0
47042.6,100.9,1476.1,62.86,5,63.4,Normal,1
